partID,dyadID,Trigram,Correct Answer,Response,Correct? (1/0),accurate?,,,,,
54,23,QUACK : POND: WADDLE,DUCK,"quackduck, duckpond,",0,,I think this is correct?,,,,
54,23,ATHLETES : WEB : RABBIT,FOOT,athletes:,0,yes,,,,,
54,23,HONEY : SWARM : STING,BEE,honayma:swarm,0,yes,,,,,
54,23,MATCHES : SMOKE : BUSH,FIRE,matchesing: s,0,yes,,,,,
54,23,CHOCOLATE : FORTUNE : TIN,COOKIE,chocolate: fortun,0,yes,,,,,
54,23,CURIOSITY : NAP : WHISKERS,CAT,curious: napous: w,0,yes,,,,,
54,23,STALK : TRAINER : KING,LION,stalker:trainer:kinger,0,yes,,,,,
54,23,SURPRISE : LINE : BIRTHDAY,PARTY,surprising:lining:birthdayyyy,0,yes,,,,,
54,23,RED : GO : CAR,STOP,"red, car do",0,yes,,,,,
54,23,MOUSE : SHARP : BLUE,CHEESE,blue sharp mouse,0,yes,,,,,
59,25,QUACK : POND: WADDLE,DUCK,er,0,yes,,,,,
59,25,ATHLETES : WEB : RABBIT,FOOT,foot,1,yes,,,,,
59,25,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
59,25,MATCHES : SMOKE : BUSH,FIRE,fire,1,yes,,,,,
59,25,CHOCOLATE : FORTUNE : TIN,COOKIE,cookie,1,yes,,,,,
59,25,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
59,25,STALK : TRAINER : KING,LION,wood,0,yes,,,,,
59,25,SURPRISE : LINE : BIRTHDAY,PARTY,cake,0,yes,,,,,
59,25,RED : GO : CAR,STOP,light,0,yes,,,,,
59,25,MOUSE : SHARP : BLUE,CHEESE,trap,0,yes,,,,,
58,25,QUACK : POND: WADDLE,DUCK,Water,0,yes,,,,,
58,25,ATHLETES : WEB : RABBIT,FOOT,Jump,0,yes,,,,,
58,25,HONEY : SWARM : STING,BEE,Bee,1,yes,,,,,
58,25,MATCHES : SMOKE : BUSH,FIRE,Bonfire,0,yes,,,,,
58,25,CHOCOLATE : FORTUNE : TIN,COOKIE,Chocolate Kiss,0,yes,,,,,
58,25,CURIOSITY : NAP : WHISKERS,CAT,Cat,1,yes,,,,,
58,25,STALK : TRAINER : KING,LION,Per,0,yes,,,,,
58,25,SURPRISE : LINE : BIRTHDAY,PARTY,Pi–ata,0,yes,,,,,
58,25,RED : GO : CAR,STOP,Sports Car,0,yes,,,,,
58,25,MOUSE : SHARP : BLUE,CHEESE,Mouse trap,0,yes,,,,,
61,26,QUACK : POND: WADDLE,DUCK,Duck,1,yes,,,,,
61,26,ATHLETES : WEB : RABBIT,FOOT,,0,yes,,,,,
61,26,HONEY : SWARM : STING,BEE,Bee,1,yes,,,,,
61,26,MATCHES : SMOKE : BUSH,FIRE,fire,1,yes,,,,,
61,26,CHOCOLATE : FORTUNE : TIN,COOKIE,cookie,1,yes,,,,,
61,26,CURIOSITY : NAP : WHISKERS,CAT,Cat,1,yes,,,,,
61,26,STALK : TRAINER : KING,LION,,0,yes,,,,,
61,26,SURPRISE : LINE : BIRTHDAY,PARTY,,0,yes,,,,,
61,26,RED : GO : CAR,STOP,Light,0,yes,,,,,
61,26,MOUSE : SHARP : BLUE,CHEESE,House,0,yes,,,,,
60,26,QUACK : POND: WADDLE,DUCK,duck,1,yes,,,,,
60,26,ATHLETES : WEB : RABBIT,FOOT,,0,yes,,,,,
60,26,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
60,26,MATCHES : SMOKE : BUSH,FIRE,fire,1,yes,,,,,
60,26,CHOCOLATE : FORTUNE : TIN,COOKIE,cookie,1,yes,,,,,
60,26,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
60,26,STALK : TRAINER : KING,LION,,0,yes,,,,,
60,26,SURPRISE : LINE : BIRTHDAY,PARTY,party,1,yes,,,,,
60,26,RED : GO : CAR,STOP,stop,1,yes,,,,,
60,26,MOUSE : SHARP : BLUE,CHEESE,cheese,1,yes,,,,,
63,27,QUACK : POND: WADDLE,DUCK,duck,1,yes,,,,,
63,27,ATHLETES : WEB : RABBIT,FOOT,,0,yes,,,,,
63,27,HONEY : SWARM : STING,BEE,bees,0,,Correct!,,,,
63,27,MATCHES : SMOKE : BUSH,FIRE,burning,0,yes,,,,,
63,27,CHOCOLATE : FORTUNE : TIN,COOKIE,cookie,1,yes,,,,,
63,27,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
63,27,STALK : TRAINER : KING,LION,,0,yes,,,,,
63,27,SURPRISE : LINE : BIRTHDAY,PARTY,,0,yes,,,,,
63,27,RED : GO : CAR,STOP,,0,yes,,,,,
63,27,MOUSE : SHARP : BLUE,CHEESE,trap,0,yes,,,,,
62,67,QUACK : POND: WADDLE,DUCK,duck,1,yes,,,,,
62,67,ATHLETES : WEB : RABBIT,FOOT,,0,yes,,,,,
62,67,HONEY : SWARM : STING,BEE,Bee,1,yes,,,,,
62,67,MATCHES : SMOKE : BUSH,FIRE,Fire,1,yes,,,,,
62,67,CHOCOLATE : FORTUNE : TIN,COOKIE,,0,yes,,,,,
62,67,CURIOSITY : NAP : WHISKERS,CAT,,0,yes,,,,,
62,67,STALK : TRAINER : KING,LION,,0,yes,,,,,
62,67,SURPRISE : LINE : BIRTHDAY,PARTY,Party,1,yes,,,,,
62,67,RED : GO : CAR,STOP,,0,yes,,,,,
62,67,MOUSE : SHARP : BLUE,CHEESE,Trap,0,yes,,,,,
64,#NULL!,QUACK : POND: WADDLE,DUCK,,0,yes,,,,,
64,#NULL!,ATHLETES : WEB : RABBIT,FOOT,,0,yes,,,,,
64,#NULL!,HONEY : SWARM : STING,BEE,BEE,1,yes,,,,,
64,#NULL!,MATCHES : SMOKE : BUSH,FIRE,N/A,0,yes,,,,,
64,#NULL!,CHOCOLATE : FORTUNE : TIN,COOKIE,N/A,0,yes,,,,,
64,#NULL!,CURIOSITY : NAP : WHISKERS,CAT,N/A,0,yes,,,,,
64,#NULL!,STALK : TRAINER : KING,LION,,0,yes,,,,,
64,#NULL!,SURPRISE : LINE : BIRTHDAY,PARTY,,0,yes,,,,,
64,#NULL!,RED : GO : CAR,STOP,,0,yes,,,,,
64,#NULL!,MOUSE : SHARP : BLUE,CHEESE,,0,yes,,,,,
65,28,QUACK : POND: WADDLE,DUCK,duck,1,yes,,,,,
65,28,ATHLETES : WEB : RABBIT,FOOT,run,0,yes,,,,,
65,28,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
65,28,MATCHES : SMOKE : BUSH,FIRE,fire,1,yes,,,,,
65,28,CHOCOLATE : FORTUNE : TIN,COOKIE,cookie,1,yes,,,,,
65,28,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
65,28,STALK : TRAINER : KING,LION,,0,yes,,,,,
65,28,SURPRISE : LINE : BIRTHDAY,PARTY,party,1,yes,,,,,
65,28,RED : GO : CAR,STOP,stop,1,yes,,,,,
65,28,MOUSE : SHARP : BLUE,CHEESE,,0,yes,,,,,
66,28,QUACK : POND: WADDLE,DUCK,,0,yes,,,,,
66,28,ATHLETES : WEB : RABBIT,FOOT,foot,1,yes,,,,,
66,28,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
66,28,MATCHES : SMOKE : BUSH,FIRE,fire,1,yes,,,,,
66,28,CHOCOLATE : FORTUNE : TIN,COOKIE,cookie,1,yes,,,,,
66,28,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
66,28,STALK : TRAINER : KING,LION,corn,0,yes,,,,,
66,28,SURPRISE : LINE : BIRTHDAY,PARTY,party,1,yes,,,,,
66,28,RED : GO : CAR,STOP,,0,yes,,,,,
66,28,MOUSE : SHARP : BLUE,CHEESE,,0,yes,,,,,
42,17,QUACK : POND: WADDLE,DUCK,,0,yes,,,,,
42,17,ATHLETES : WEB : RABBIT,FOOT,,0,yes,,,,,
42,17,HONEY : SWARM : STING,BEE,Bee,1,yes,,,,,
42,17,MATCHES : SMOKE : BUSH,FIRE,Fire,1,yes,,,,,
42,17,CHOCOLATE : FORTUNE : TIN,COOKIE,Cookie,1,yes,,,,,
42,17,CURIOSITY : NAP : WHISKERS,CAT,Cat,1,yes,,,,,
42,17,STALK : TRAINER : KING,LION,,0,yes,,,,,
42,17,SURPRISE : LINE : BIRTHDAY,PARTY,Party,1,yes,,,,,
42,17,RED : GO : CAR,STOP,Light,0,yes,,,,,
42,17,MOUSE : SHARP : BLUE,CHEESE,cheese,1,yes,,,,,
41,17,QUACK : POND: WADDLE,DUCK,Duck?,0,,Correct!,,,,
41,17,ATHLETES : WEB : RABBIT,FOOT,sup4r,0,yes,,,,,
41,17,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
41,17,MATCHES : SMOKE : BUSH,FIRE,sul,0,yes,,,,,
41,17,CHOCOLATE : FORTUNE : TIN,COOKIE,,0,yes,,,,,
41,17,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
41,17,STALK : TRAINER : KING,LION,lion,1,yes,,,,,
41,17,SURPRISE : LINE : BIRTHDAY,PARTY,,0,yes,,,,,
41,17,RED : GO : CAR,STOP,fast,0,yes,,,,,
41,17,MOUSE : SHARP : BLUE,CHEESE,,0,yes,,,,,
71,31,QUACK : POND: WADDLE,DUCK,duck,1,yes,,,,,
71,31,ATHLETES : WEB : RABBIT,FOOT,active,0,yes,,,,,
71,31,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
71,31,MATCHES : SMOKE : BUSH,FIRE,fire,1,yes,,,,,
71,31,CHOCOLATE : FORTUNE : TIN,COOKIE,cookie,1,yes,,,,,
71,31,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
71,31,STALK : TRAINER : KING,LION,,0,yes,,,,,
71,31,SURPRISE : LINE : BIRTHDAY,PARTY,party,1,yes,,,,,
71,31,RED : GO : CAR,STOP,drive,0,yes,,,,,
71,31,MOUSE : SHARP : BLUE,CHEESE,cheese,1,yes,,,,,
70,30,QUACK : POND: WADDLE,DUCK,Duck,1,yes,,,,,
70,30,ATHLETES : WEB : RABBIT,FOOT,,0,yes,,,,,
70,30,HONEY : SWARM : STING,BEE,Bee,1,yes,,,,,
70,30,MATCHES : SMOKE : BUSH,FIRE,Burning,0,yes,,,,,
70,30,CHOCOLATE : FORTUNE : TIN,COOKIE,Cookie,1,yes,,,,,
70,30,CURIOSITY : NAP : WHISKERS,CAT,Cat,1,yes,,,,,
70,30,STALK : TRAINER : KING,LION,ER,0,yes,,,,,
70,30,SURPRISE : LINE : BIRTHDAY,PARTY,Party,1,yes,,,,,
70,30,RED : GO : CAR,STOP,Light,0,yes,,,,,
70,30,MOUSE : SHARP : BLUE,CHEESE,Cheese,1,yes,,,,,
78,31,QUACK : POND: WADDLE,DUCK,,0,yes,,,,,
78,31,ATHLETES : WEB : RABBIT,FOOT,,0,yes,,,,,
78,31,HONEY : SWARM : STING,BEE,,0,yes,,,,,
78,31,MATCHES : SMOKE : BUSH,FIRE,,0,yes,,,,,
78,31,CHOCOLATE : FORTUNE : TIN,COOKIE,,0,yes,,,,,
78,31,CURIOSITY : NAP : WHISKERS,CAT,,0,yes,,,,,
78,31,STALK : TRAINER : KING,LION,,0,yes,,,,,
78,31,SURPRISE : LINE : BIRTHDAY,PARTY,,0,yes,,,,,
78,31,RED : GO : CAR,STOP,,0,yes,,,,,
78,31,MOUSE : SHARP : BLUE,CHEESE,,0,yes,,,,,
82,36,QUACK : POND: WADDLE,DUCK,,0,yes,,,,,
82,36,ATHLETES : WEB : RABBIT,FOOT,,0,yes,,,,,
82,36,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
82,36,MATCHES : SMOKE : BUSH,FIRE,light,0,yes,,,,,
82,36,CHOCOLATE : FORTUNE : TIN,COOKIE,box,0,yes,,,,,
82,36,CURIOSITY : NAP : WHISKERS,CAT,ca,0,yes,,,,,
82,36,STALK : TRAINER : KING,LION,,0,yes,,,,,
82,36,SURPRISE : LINE : BIRTHDAY,PARTY,present,0,yes,,,,,
82,36,RED : GO : CAR,STOP,light,0,yes,,,,,
82,36,MOUSE : SHARP : BLUE,CHEESE,,0,yes,,,,,
83,36,QUACK : POND: WADDLE,DUCK,Paddle,0,yes,,,,,
83,36,ATHLETES : WEB : RABBIT,FOOT,,0,yes,,,,,
83,36,HONEY : SWARM : STING,BEE,Bee,1,yes,,,,,
83,36,MATCHES : SMOKE : BUSH,FIRE,Fire,1,yes,,,,,
83,36,CHOCOLATE : FORTUNE : TIN,COOKIE,Cookie,1,yes,,,,,
83,36,CURIOSITY : NAP : WHISKERS,CAT,Time,0,yes,,,,,
83,36,STALK : TRAINER : KING,LION,,0,yes,,,,,
83,36,SURPRISE : LINE : BIRTHDAY,PARTY,party,1,yes,,,,,
83,36,RED : GO : CAR,STOP,cart,0,yes,,,,,
83,36,MOUSE : SHARP : BLUE,CHEESE,cheese,1,yes,,,,,
22,#NULL!,QUACK : POND: WADDLE,DUCK,DUC,0,yes,"it appears they did not hit the letter ""k""",,,,
22,#NULL!,ATHLETES : WEB : RABBIT,FOOT,FEET,0,,Correct!,,,,
22,#NULL!,HONEY : SWARM : STING,BEE,Bee,1,yes,,,,,
22,#NULL!,MATCHES : SMOKE : BUSH,FIRE,Fire,1,yes,,,,,
22,#NULL!,CHOCOLATE : FORTUNE : TIN,COOKIE,,0,yes,,,,,
22,#NULL!,CURIOSITY : NAP : WHISKERS,CAT,Cat,1,yes,,,,,
22,#NULL!,STALK : TRAINER : KING,LION,,0,yes,,,,,
22,#NULL!,SURPRISE : LINE : BIRTHDAY,PARTY,,0,yes,,,,,
22,#NULL!,RED : GO : CAR,STOP,,0,yes,,,,,
22,#NULL!,MOUSE : SHARP : BLUE,CHEESE,Cheese,1,yes,,,,,
23,#NULL!,QUACK : POND: WADDLE,DUCK,Duck,1,yes,,,,,
23,#NULL!,ATHLETES : WEB : RABBIT,FOOT,,0,yes,,,,,
23,#NULL!,HONEY : SWARM : STING,BEE,Bees,0,,Correct!,,,,
23,#NULL!,MATCHES : SMOKE : BUSH,FIRE,Fire,1,yes,,,,,
23,#NULL!,CHOCOLATE : FORTUNE : TIN,COOKIE,Cookie,1,yes,,,,,
23,#NULL!,CURIOSITY : NAP : WHISKERS,CAT,,0,yes,,,,,
23,#NULL!,STALK : TRAINER : KING,LION,Lion,1,yes,,,,,
23,#NULL!,SURPRISE : LINE : BIRTHDAY,PARTY,,0,yes,,,,,
23,#NULL!,RED : GO : CAR,STOP,Traffic Lights,0,yes,,,,,
23,#NULL!,MOUSE : SHARP : BLUE,CHEESE,,0,yes,,,,,
25,#NULL!,QUACK : POND: WADDLE,DUCK,duck,1,yes,,,,,
25,#NULL!,ATHLETES : WEB : RABBIT,FOOT,race,0,yes,,,,,
25,#NULL!,HONEY : SWARM : STING,BEE,bees,0,yes,,,,,
25,#NULL!,MATCHES : SMOKE : BUSH,FIRE,fire,1,yes,,,,,
25,#NULL!,CHOCOLATE : FORTUNE : TIN,COOKIE,present,0,yes,,,,,
25,#NULL!,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
25,#NULL!,STALK : TRAINER : KING,LION,lion,1,yes,,,,,
25,#NULL!,SURPRISE : LINE : BIRTHDAY,PARTY,party,1,yes,,,,,
25,#NULL!,RED : GO : CAR,STOP,traffic light,0,yes,,,,,
25,#NULL!,MOUSE : SHARP : BLUE,CHEESE,cheese,1,yes,,,,,
29,#NULL!,QUACK : POND: WADDLE,DUCK,,0,yes,,,,,
29,#NULL!,ATHLETES : WEB : RABBIT,FOOT,,0,yes,,,,,
29,#NULL!,HONEY : SWARM : STING,BEE,Bee,1,yes,,,,,
29,#NULL!,MATCHES : SMOKE : BUSH,FIRE,,0,yes,,,,,
29,#NULL!,CHOCOLATE : FORTUNE : TIN,COOKIE,,0,yes,,,,,
29,#NULL!,CURIOSITY : NAP : WHISKERS,CAT,,0,yes,,,,,
29,#NULL!,STALK : TRAINER : KING,LION,,0,yes,,,,,
29,#NULL!,SURPRISE : LINE : BIRTHDAY,PARTY,present,0,yes,,,,,
29,#NULL!,RED : GO : CAR,STOP,,0,yes,,,,,
29,#NULL!,MOUSE : SHARP : BLUE,CHEESE,,0,yes,,,,,
32,#NULL!,QUACK : POND: WADDLE,DUCK,duck,1,yes,,,,,
32,#NULL!,ATHLETES : WEB : RABBIT,FOOT,foot,1,yes,,,,,
32,#NULL!,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
32,#NULL!,MATCHES : SMOKE : BUSH,FIRE,fire,1,yes,,,,,
32,#NULL!,CHOCOLATE : FORTUNE : TIN,COOKIE,cookie,1,yes,,,,,
32,#NULL!,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
32,#NULL!,STALK : TRAINER : KING,LION,,0,yes,,,,,
32,#NULL!,SURPRISE : LINE : BIRTHDAY,PARTY,party,1,yes,,,,,
32,#NULL!,RED : GO : CAR,STOP,stoplight,0,yes,,,,,
32,#NULL!,MOUSE : SHARP : BLUE,CHEESE,cheese,1,yes,,,,,
33,#NULL!,QUACK : POND: WADDLE,DUCK,quack,0,yes,,,,,
33,#NULL!,ATHLETES : WEB : RABBIT,FOOT,,0,yes,,,,,
33,#NULL!,HONEY : SWARM : STING,BEE,comb,0,yes,,,,,
33,#NULL!,MATCHES : SMOKE : BUSH,FIRE,,0,yes,,,,,
33,#NULL!,CHOCOLATE : FORTUNE : TIN,COOKIE,cookie,1,yes,,,,,
33,#NULL!,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
33,#NULL!,STALK : TRAINER : KING,LION,,0,yes,,,,,
33,#NULL!,SURPRISE : LINE : BIRTHDAY,PARTY,bi,0,yes,,,,,
33,#NULL!,RED : GO : CAR,STOP,light,0,yes,,,,,
33,#NULL!,MOUSE : SHARP : BLUE,CHEESE,,0,yes,,,,,
40,#NULL!,QUACK : POND: WADDLE,DUCK,Duck,1,yes,,,,,
40,#NULL!,ATHLETES : WEB : RABBIT,FOOT,Foot,1,yes,,,,,
40,#NULL!,HONEY : SWARM : STING,BEE,Bee,1,yes,,,,,
40,#NULL!,MATCHES : SMOKE : BUSH,FIRE,Burn,0,yes,,,,,
40,#NULL!,CHOCOLATE : FORTUNE : TIN,COOKIE,Cookie,1,yes,,,,,
40,#NULL!,CURIOSITY : NAP : WHISKERS,CAT,Cat,1,yes,,,,,
40,#NULL!,STALK : TRAINER : KING,LION,Lion,1,yes,,,,,
40,#NULL!,SURPRISE : LINE : BIRTHDAY,PARTY,Song,0,yes,,,,,
40,#NULL!,RED : GO : CAR,STOP,Light,0,yes,,,,,
40,#NULL!,MOUSE : SHARP : BLUE,CHEESE,Trap,0,yes,,,,,
41,#NULL!,QUACK : POND: WADDLE,DUCK,Duck,1,yes,,,,,
41,#NULL!,ATHLETES : WEB : RABBIT,FOOT,,0,yes,,,,,
41,#NULL!,HONEY : SWARM : STING,BEE,Bee,1,yes,,,,,
41,#NULL!,MATCHES : SMOKE : BUSH,FIRE,Fire,1,yes,,,,,
41,#NULL!,CHOCOLATE : FORTUNE : TIN,COOKIE,Gift,0,yes,,,,,
41,#NULL!,CURIOSITY : NAP : WHISKERS,CAT,Cat,1,yes,,,,,
41,#NULL!,STALK : TRAINER : KING,LION,T,0,yes,,,,,
41,#NULL!,SURPRISE : LINE : BIRTHDAY,PARTY,Present,0,yes,,,,,
41,#NULL!,RED : GO : CAR,STOP,Light,0,yes,,,,,
41,#NULL!,MOUSE : SHARP : BLUE,CHEESE,Trap,0,yes,,,,,
21,#NULL!,QUACK : POND: WADDLE,DUCK,,0,yes,,,,,
21,#NULL!,ATHLETES : WEB : RABBIT,FOOT,,0,yes,,,,,
21,#NULL!,HONEY : SWARM : STING,BEE,,0,yes,,,,,
21,#NULL!,MATCHES : SMOKE : BUSH,FIRE,,0,yes,,,,,
21,#NULL!,CHOCOLATE : FORTUNE : TIN,COOKIE,,0,yes,,,,,
21,#NULL!,CURIOSITY : NAP : WHISKERS,CAT,,0,yes,,,,,
21,#NULL!,STALK : TRAINER : KING,LION,,0,yes,,,,,
21,#NULL!,SURPRISE : LINE : BIRTHDAY,PARTY,,0,yes,,,,,
21,#NULL!,RED : GO : CAR,STOP,,0,yes,,,,,
21,#NULL!,MOUSE : SHARP : BLUE,CHEESE,,0,yes,,,,,
47,#NULL!,QUACK : POND: WADDLE,DUCK,duck,1,yes,,,,,
47,#NULL!,ATHLETES : WEB : RABBIT,FOOT,,0,yes,,,,,
47,#NULL!,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
47,#NULL!,MATCHES : SMOKE : BUSH,FIRE,,0,yes,,,,,
47,#NULL!,CHOCOLATE : FORTUNE : TIN,COOKIE,,0,yes,,,,,
47,#NULL!,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
47,#NULL!,STALK : TRAINER : KING,LION,,0,yes,,,,,
47,#NULL!,SURPRISE : LINE : BIRTHDAY,PARTY,party,1,yes,,,,,
47,#NULL!,RED : GO : CAR,STOP,,0,yes,,,,,
47,#NULL!,MOUSE : SHARP : BLUE,CHEESE,cheese,1,yes,,,,,
52,#NULL!,QUACK : POND: WADDLE,DUCK,,0,yes,,,,,
52,#NULL!,ATHLETES : WEB : RABBIT,FOOT,hole,0,yes,,,,,
52,#NULL!,HONEY : SWARM : STING,BEE,farm,0,yes,,,,,
52,#NULL!,MATCHES : SMOKE : BUSH,FIRE,box,0,yes,,,,,
52,#NULL!,CHOCOLATE : FORTUNE : TIN,COOKIE,fountain,0,yes,,,,,
52,#NULL!,CURIOSITY : NAP : WHISKERS,CAT,dog,0,yes,,,,,
52,#NULL!,STALK : TRAINER : KING,LION,,0,yes,,,,,
52,#NULL!,SURPRISE : LINE : BIRTHDAY,PARTY,party,1,yes,,,,,
52,#NULL!,RED : GO : CAR,STOP,game,0,yes,,,,,
52,#NULL!,MOUSE : SHARP : BLUE,CHEESE,trap,0,yes,,,,,
53,#NULL!,QUACK : POND: WADDLE,DUCK,DUCK,1,yes,,,,,
53,#NULL!,ATHLETES : WEB : RABBIT,FOOT,FOOT,1,yes,,,,,
53,#NULL!,HONEY : SWARM : STING,BEE,BEE,1,yes,,,,,
53,#NULL!,MATCHES : SMOKE : BUSH,FIRE,FIRE,1,yes,,,,,
53,#NULL!,CHOCOLATE : FORTUNE : TIN,COOKIE,COOKIE,1,yes,,,,,
53,#NULL!,CURIOSITY : NAP : WHISKERS,CAT,CAT,1,yes,,,,,
53,#NULL!,STALK : TRAINER : KING,LION,,0,yes,,,,,
53,#NULL!,SURPRISE : LINE : BIRTHDAY,PARTY,PARTY,1,yes,,,,,
53,#NULL!,RED : GO : CAR,STOP,STOP,1,yes,,,,,
53,#NULL!,MOUSE : SHARP : BLUE,CHEESE,,0,yes,,,,,
57,#NULL!,QUACK : POND: WADDLE,DUCK,duck,1,yes,,,,,
57,#NULL!,ATHLETES : WEB : RABBIT,FOOT,foot,1,yes,,,,,
57,#NULL!,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
57,#NULL!,MATCHES : SMOKE : BUSH,FIRE,fire,1,yes,,,,,
57,#NULL!,CHOCOLATE : FORTUNE : TIN,COOKIE,cookie,1,yes,,,,,
57,#NULL!,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
57,#NULL!,STALK : TRAINER : KING,LION,men,0,yes,,,,,
57,#NULL!,SURPRISE : LINE : BIRTHDAY,PARTY,party,1,yes,,,,,
57,#NULL!,RED : GO : CAR,STOP,light,0,yes,,,,,
57,#NULL!,MOUSE : SHARP : BLUE,CHEESE,cheese,1,yes,,,,,
64,#NULL!,QUACK : POND: WADDLE,DUCK,,0,yes,,,,,
64,#NULL!,ATHLETES : WEB : RABBIT,FOOT,foot,1,yes,,,,,
64,#NULL!,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
64,#NULL!,MATCHES : SMOKE : BUSH,FIRE,fir,0,,I think this is correct?,,,,
64,#NULL!,CHOCOLATE : FORTUNE : TIN,COOKIE,cookie,1,yes,,,,,
64,#NULL!,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
64,#NULL!,STALK : TRAINER : KING,LION,,0,yes,,,,,
64,#NULL!,SURPRISE : LINE : BIRTHDAY,PARTY,party,1,yes,,,,,
64,#NULL!,RED : GO : CAR,STOP,traffic,0,yes,,,,,
64,#NULL!,MOUSE : SHARP : BLUE,CHEESE,stick,0,yes,,,,,
67,#NULL!,QUACK : POND: WADDLE,DUCK,,0,yes,,,,,
67,#NULL!,ATHLETES : WEB : RABBIT,FOOT,s,0,yes,,,,,
67,#NULL!,HONEY : SWARM : STING,BEE,m,0,yes,,,,,
67,#NULL!,MATCHES : SMOKE : BUSH,FIRE,less,0,yes,,,,,
67,#NULL!,CHOCOLATE : FORTUNE : TIN,COOKIE,,0,yes,,,,,
67,#NULL!,CURIOSITY : NAP : WHISKERS,CAT,,0,yes,,,,,
67,#NULL!,STALK : TRAINER : KING,LION,like,0,yes,,,,,
67,#NULL!,SURPRISE : LINE : BIRTHDAY,PARTY,gift,0,yes,,,,,
67,#NULL!,RED : GO : CAR,STOP,,0,yes,,,,,
67,#NULL!,MOUSE : SHARP : BLUE,CHEESE,,0,yes,,,,,
72,#NULL!,QUACK : POND: WADDLE,DUCK,DUCK,1,yes,,,,,
72,#NULL!,ATHLETES : WEB : RABBIT,FOOT,h,0,yes,,,,,
72,#NULL!,HONEY : SWARM : STING,BEE,BEE,1,yes,,,,,
72,#NULL!,MATCHES : SMOKE : BUSH,FIRE,Forest fire,0,,is this correct?,,,,
72,#NULL!,CHOCOLATE : FORTUNE : TIN,COOKIE,Cookie,1,yes,,,,,
72,#NULL!,CURIOSITY : NAP : WHISKERS,CAT,Cat,1,yes,,,,,
72,#NULL!,STALK : TRAINER : KING,LION,Student,0,yes,,,,,
72,#NULL!,SURPRISE : LINE : BIRTHDAY,PARTY,Wish,0,yes,,,,,
72,#NULL!,RED : GO : CAR,STOP,Stop,1,yes,,,,,
72,#NULL!,MOUSE : SHARP : BLUE,CHEESE,Windows?,0,yes,,,,,
73,#NULL!,QUACK : POND: WADDLE,DUCK,DUCK,1,yes,,,,,
73,#NULL!,ATHLETES : WEB : RABBIT,FOOT,FOOT,1,yes,,,,,
73,#NULL!,HONEY : SWARM : STING,BEE,BEE,1,yes,,,,,
73,#NULL!,MATCHES : SMOKE : BUSH,FIRE,FIRE,1,yes,,,,,
73,#NULL!,CHOCOLATE : FORTUNE : TIN,COOKIE,COOKIE,1,yes,,,,,
73,#NULL!,CURIOSITY : NAP : WHISKERS,CAT,,0,yes,,,,,
73,#NULL!,STALK : TRAINER : KING,LION,,0,yes,,,,,
73,#NULL!,SURPRISE : LINE : BIRTHDAY,PARTY,,0,yes,,,,,
73,#NULL!,RED : GO : CAR,STOP,,0,yes,,,,,
73,#NULL!,MOUSE : SHARP : BLUE,CHEESE,KEY,0,yes,,,,,
74,#NULL!,QUACK : POND: WADDLE,DUCK,,0,yes,,,,,
74,#NULL!,ATHLETES : WEB : RABBIT,FOOT,foot,1,yes,,,,,
74,#NULL!,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
74,#NULL!,MATCHES : SMOKE : BUSH,FIRE,fire,1,yes,,,,,
74,#NULL!,CHOCOLATE : FORTUNE : TIN,COOKIE,cookie,1,yes,,,,,
74,#NULL!,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
74,#NULL!,STALK : TRAINER : KING,LION,lion,1,yes,,,,,
74,#NULL!,SURPRISE : LINE : BIRTHDAY,PARTY,party,1,yes,,,,,
74,#NULL!,RED : GO : CAR,STOP,race,0,yes,,,,,
74,#NULL!,MOUSE : SHARP : BLUE,CHEESE,trap,0,yes,,,,,
